senal,tickers,numero,entran,salen
ta_p_wedgedown,"['SEIC', 'FPI', 'VIXY', 'BCOR', 'GHM', 'JOF', 'TILE', 'NWL', 'COTY', 'VIXM', 'FSTR', 'AUD', 'AIV', 'CCM', 'IP', 'VRNA', 'QID', 'PIM', 'EDAP', 'NRXP', 'SIJ', 'LXFR', 'SMFG', 'POW', 'GRPH', 'CREE', 'PAM', 'TECS', 'HYHG', 'LAZR', 'HHC', 'FTSD', 'ABUS', 'DMTK', 'FRG', 'ANGN', 'CHN', 'STRA', 'LBPS', 'ENZL', 'HYLS', 'BSCM', 'ATVCU', 'MFH', 'JCIC', 'EME', 'BTRS', 'PAYS', 'RLJ', 'DCTH', 'JD', 'CVII', 'SYTA', 'SOXS', 'EWTX', 'CBLS', 'CGEM', 'PAYO', 'PRTH', 'DMRC', 'NRIM', 'ONCS', 'ABIO', 'FSTX', 'MREO', 'FNGD', 'DOG', 'FNI', 'STRT', 'PMCB', 'AGLE', 'FJP', 'TECK', 'MEOH', 'TCVA', 'CMCL', 'FTCVU', 'INDO', 'IIN']",79,[],['NRAC']
ta_p_wedgeresistance,"['FLME', 'CLI', 'QCLN', 'DWIN', 'ACKIT', 'LANDO', 'CBAH', 'GQRE', 'LOB', 'FSBW', 'IFFT', 'SMH', 'CZNC', 'LMPX', 'HGEN', 'FPXI', 'ISD', 'LMAO', 'JRS', 'XSLV', 'AIEQ', 'CET', 'LEXX', 'IAF', 'PNI', 'MINC', 'HYB', 'ROBT', 'PGRWU', 'XSW', 'LEU', 'FPX', 'MMLP', 'BCYP', 'RCLFU', 'FFSG', 'CFFEU', 'MCHX', 'PML', 'JBT', 'PARR', 'UMC', 'BCO', 'RETL', 'TVAC', 'TSBK', 'CTO', 'VIRC', 'AMAT', 'PUCKU', 'CALX', 'OUT', 'MPRO', 'FFIN', 'FRDM', 'VXF', 'SDG', 'SLYG', 'IJT', 'VIOG', 'VIOG']",61,[],[]
ta_p_wedgesupport,"['HFFG', 'TZPSU', 'MHLD', 'HLAHU', 'FOCS', 'PUBM', 'DLCA', 'ADERU', 'FFIC', 'ORGS', 'NUHY', 'TACA', 'HCDI', 'IBML', 'GIIXU', 'FHB', 'MODN', 'AIM', 'KBA', 'KAIR', 'SCOA', 'EAC', 'EVAX', 'NPTN', 'BOUT', 'BLTS', 'SPSK', 'LMACA', 'SCAQU', 'FTAAU', 'VKTX', 'ASZ', 'CNYA', 'MEIP', 'MG', 'NXST', 'AAME', 'KFRC', 'WALDU', 'SDD', 'PDI', 'JPXN', 'SCJ', 'JOE', 'PFIE', 'EVR', 'FYC', 'PPGH', 'ISCG', 'TMKR', 'IEME', 'EDF', 'TZA', 'SRTY', 'TWM', 'HLNE']",56,[],['BYTS']
ta_p_wedge,"['NRAC', 'GSAQU', 'GNACU', 'NRACU', 'KAIRU', 'MEAR', 'HFBL', 'HOMZ', 'ACMR', 'ASPCU', 'MNR', 'FLJP', 'CTBB', 'UCON', 'AIO', 'FRPH', 'PD', 'XSMO', 'ARKW', 'BRIVU', 'CCAP', 'CWB', 'ROAD', 'KSI', 'EWJ', 'DBL', 'BENE', 'MIND', 'COUR', 'HMTV', 'ANEB', 'PBE', 'OLED', 'PERI', 'BLNK', 'BOXL', 'ISDR', 'PII', 'TSEM', 'RAVE', 'CPHC', 'CHIK', 'VACQU', 'AVNW', 'SMB', 'ELP', 'WDAY', 'STON', 'SRDX', 'PDSB', 'RTPYU', 'ECOM', 'AMBA', 'JCICU', 'KN', 'HEWJ', 'SCPL', 'FCVT', 'ASG', 'FANH', 'AHH', 'PARR', 'NTWK', 'ISRA', 'ATGE', 'JPN', 'PFO', 'RHP', 'PEZ']",69,['NRAC'],[]
ta_p_channelup,"['PJAN', 'BAUG', 'LOMA', 'JFR', 'CIZ', 'RMBI', 'AOR', 'RNLX', 'PJP', 'FDIV', 'JGH', 'EPS', 'NURE', 'JUST', 'SPY', 'OMF', 'FJUN', 'GSIE', 'SUN', 'ETG', 'CG', 'ORCL', 'ANGO', 'RFDA', 'PFL', 'MCFE', 'JMM', 'DBAW', 'ILCB', 'SPGP', 'IQDG', 'FIW', 'SCHK', 'APEN', 'PJUN', 'BOOT', 'CATO', 'ITOT', 'RIV', 'PTLC', 'IVV', 'ESCA', 'VTHR', 'GDL', 'MS', 'LOWC', 'CIXX', 'FVAL', 'ADTN', 'IHIT', 'SPE', 'BRKR', 'DYNF', 'QEFA', 'KJAN', 'CRT', 'XDIV', 'SSUS', 'VOO', 'MGC', 'CSM', 'SPYX', 'EMR', 'IWL', 'SCHX', 'JQUA', 'ESG', 'SIMS', 'XLG', 'CHY', 'QUS', 'CATH', 'FOF', 'FVC', 'OEF', 'EIS', 'SHE', 'VTI', 'VRS', 'BGH', 'NJUL', 'BMAY', 'SPHQ', 'QUAL', 'VO', 'ALTM', 'TROW', 'DSI', 'ROMO', 'VRRM', 'FV', 'EOI', 'BJUN', 'DIT', 'UPRO', 'TRND', 'IOO', 'SPXL', 'FFA']",99,['BAUG'],['STC']
ta_p_channeldown,"['NOC', 'RLGY', 'IBMJ', 'KAMN', 'POWRU', 'BLU', 'SPRO', 'BPTS', 'CAAP', 'PSB', 'CNA', 'BSAE', 'DVN', 'USAS', 'APGB', 'MKTX', 'EAT', 'TSC', 'DBI', 'BLMN', 'FSM', 'RHP', 'PULS', 'MEG', 'SKF', 'MSB', 'SRPT', 'DENN', 'GNTX', 'SPAQ', 'AVYA', 'SPNT', 'VRNT', 'MFMS', 'GAMR', 'CATC', 'PRCH', 'NDRA', 'W', 'MCHP', 'CF', 'MIDU', 'FTRI', 'PLTK', 'OCUL', 'TGTX', 'WWD', 'MAR', 'CRVS', 'PHGE', 'EWMC', 'QUIK', 'SDOW', 'HLG', 'ZEAL', 'ELLO', 'SSG', 'SUZ', 'PTMC', 'MVV', 'GBT', 'MDY', 'SNCY', 'FUN', 'GLBS', 'SNSE', 'SPXU', 'DRH', 'SSL', 'GB', 'CPUH', 'CFB', 'PTPI', 'TZOO', 'AQN', 'AOSL', 'IMUX', 'PAAS', 'RAMP', 'PCGU', 'SPXS', 'RWM', 'JWN', 'FFTY', 'EBIZ', 'ICCC', 'PHAR', 'IBMK', 'SDS', 'SPDN', 'CYAD', 'DNB', 'NBTX', 'APVO', 'PRN', 'SH', 'SJB']",97,['PCGU'],['UNP']
ta_p_channel,"['NVGS', 'VYM', 'USCI', 'USPH', 'GCO', 'QEMM', 'CM', 'WEBL', 'HYLD', 'PGRWU', 'SBFG', 'ALYA', 'SBH', 'RBC', 'FOUR', 'IGR', 'XLI', 'ARGO', 'RNP', 'PXJ', 'CAE', 'WSBF', 'COM', 'YELP', 'NETE', 'FNGO', 'ZSL', 'DISAU', 'BEDZ', 'PRGO', 'NEX', 'IUSV', 'SFE', 'CIVB', 'JHMI', 'FBC', 'ISCG', 'BKSC', 'STZ', 'QSY', 'GDV', 'AEO', 'IWO', 'AUTO', 'AXL', 'PNQI', 'SBNY', 'DUSL', 'EWJV', 'JPME', 'CYTO', 'HE', 'ISCB', 'TSRI', 'FNDX', 'SUM', 'UFO', 'DUSA', 'DWAS', 'PCSB', 'FTPAU', 'PCF', 'SMBC', 'USEG', 'FDUS', 'IYJ', 'AGZD', 'RDVY', 'IBTB', 'IEME', 'CSF', 'OHPAU', 'DXJ', 'JVAL', 'RNSC', 'SDACU', 'RAFE', 'WALDU', 'TAIL', 'GPI', 'JSML', 'TDAC', 'TNA', 'AVGO', 'VPL', 'URTY', 'HELE', 'UWM', 'ASR', 'GTLS', 'PSCT', 'BBL', 'PRNT', 'GLO', 'FDM', 'PNFP']",96,"['NVGS', 'SFE']","['GRX', 'GNE']"
ta_p_doubletop,"['DFE', 'LNG', 'LOMA', 'CFX', 'ICL', 'IHRT', 'TCFC', 'FCCO', 'CDZI', 'FTS', 'ING', 'IEUR', 'WSBF', 'OCDX', 'NNN', 'TRUE', 'UCO', 'DBO', 'AGD', 'NUDM', 'IMKTA', 'ENTX', 'OPP', 'ESI', 'OUSM', 'PBTP', 'FCN', 'EWQ', 'FNDB', 'IAK', 'FBC', 'KEX', 'DDWM', 'PVAC', 'LDP', 'WSTG', 'NMS', 'EPP', 'ECC', 'PCEF', 'USOI', 'USX', 'EFO', 'UTHR', 'ACR', 'PMAR', 'IRM', 'TSCO', 'VGK', 'EPSN', 'FXP', 'IDYA', 'VLRS', 'LUNA', 'VMC', 'DBEF', 'FXR', 'AOD', 'XEC', 'ERF', 'RESD', 'ISCF', 'ACWF', 'EWJV', 'LARK', 'KNG', 'UCIB', 'ADES', 'COLD', 'SCHW', 'MA', 'CWS', 'MAIN', 'BBIN', 'FLMX', 'CUZ', 'CBNK', 'CIL', 'CSTM', 'IDMO', 'BLDR', 'GOODO', 'DHY', 'MXF', 'MEXX', 'JJN', 'EGP', 'PAVE', 'MAMB', 'DLR', 'KIM', 'VLT', 'GBL', 'SPVM', 'VENAU', 'ARMR']",96,['ARMR'],['UBCP']
ta_p_doublebottom,"['CARA', 'PBTS', 'GOAC', 'RNG', 'SEED', 'KESG', 'SNCR', 'TWST', 'BLCM', 'MKFG', 'DBP', 'DXR', 'ELOX', 'KALL', 'IONS', 'GDX', 'TEKK', 'SMTC', 'XBI', 'SDH', 'AEVA', 'MKC', 'AFIB', 'IBBJ', 'OUST', 'AXLA', 'LASR', 'LTCH', 'EMLC', 'ARRW', 'FTCH', 'CEW', 'CHIQ', 'CN', 'EATZ', 'VINC', 'FIXX', 'AGI', 'QYLD', 'GOAU', 'RING', 'STMP', 'SPAK', 'EDR', 'BSGM', 'GNOG', 'PCT', 'VMAR', 'NXU', 'AEM', 'GMBTU', 'GERN', 'DADA', 'PRPL', 'AEIS', 'ASND', 'ORGN', 'XL', 'DBTX', 'VNLA', 'ZEV', 'TPTX', 'SNDX', 'VXZ', 'HLG', 'BEDZ', 'SANA', 'PFIX', 'TRYP', 'OCAXU', 'CGAU', 'CNNE', 'DIDI', 'EBND', 'FROG', 'GOLD', 'GRCL', 'NVTA', 'VIXM', 'SHCR', 'ADPT', 'VVNT', 'WINT', 'EFZ']",84,[],['IACC']
ta_p_multipletop,"['CTO', 'ETW', 'LANDO', 'FSBW', 'CDL', 'FDM', 'ESGR', 'FCNCA', 'PRF', 'EWW', 'AUSF', 'EXI', 'NUSC', 'GIB', 'SLRC', 'FIDU', 'GGM', 'TSBK', 'NMCO', 'CAE', 'FOUR', 'BBL', 'FBCV', 'CPG', 'GLAD', 'FCEF', 'GPI', 'DFNL', 'SHOO', 'LIVN', 'HPS', 'RXI', 'ISCB', 'FTA', 'FMF', 'SBFG', 'RNSC', 'GOF', 'HTGC', 'NYCB', 'MAT', 'FCA', 'FYT', 'FBP', 'BRK-A', 'JDIV', 'JRS', 'BRK-B', 'PMBC', 'PKBK', 'SAL', 'IFRA', 'FXO', 'BSM', 'EOD', 'SCHD', 'TERM', 'FDUS', 'JCO', 'CET', 'ISD', 'HE', 'PCM', 'DUSA', 'GQRE', 'CIT', 'JHMI', 'CLI', 'PDT', 'PFX', 'FRI', 'PGZ', 'UEVM', 'PGP', 'COM', 'ETJ', 'LCII', 'SHBI', 'SMBC', 'CSX', 'DLB', 'PNI', 'HIG', 'ERUS', 'PRU', 'GDV', 'IGR', 'IFFT', 'IJH', 'XMLV', 'MMLP', 'IUSV', 'VFMF', 'GF', 'AEG', 'LILA', 'FFSG', 'DRI', 'DUSL', 'ATCO', 'ATCO']",101,"['VFMF', 'ATCO']","['BHP', 'RH']"
ta_p_multiplebottom,"['LJPC', 'TDOC', 'CALA', 'TKC', 'MTBC', 'PT', 'NKE', 'VLON', 'OKTA', 'HIBS', 'KINZU', 'FNCH', 'TZA', 'FOLD', 'GNE', 'ICSH', 'LGOV', 'CTIC', 'HX', 'TIL', 'SPSK', 'HIGA', 'KNSL', 'CFIVU', 'CLOV', 'ISTB', 'SRRK', 'AUY', 'BKI', 'BSV', 'SRTY', 'ORLA', 'IGAC', 'BLDE', 'MTACU', 'HIHO', 'BF-A', 'TWM', 'PRG', 'EPAY', 'HFFG', 'HYLN', 'PTCT', 'MZZ', 'FMTX', 'WVE', 'PRVB', 'COOLU', 'APEI', 'HDRO', 'ALBO', 'CLVT', 'SILV', 'BF-B', 'HCARU', 'DNLI', 'KXIN', 'ADERU', 'SMDD', 'EUCRU', 'DLCAU', 'MYY']",62,"['MYY', 'DLCAU']",[]
ta_p_headandshoulders,"['HBM', 'ORC', 'RGA', 'HEES', 'SIF', 'PGR', 'AMSF', 'DGZ', 'BNSO', 'CW', 'KELYA', 'EWP', 'ROST', 'RUSHA', 'ERIC', 'MEDP', 'IBP', 'AMS', 'RYLD', 'SFYX', 'SMIT', 'BATL', 'VNM', 'BC', 'WFG', 'MGNX', 'BWA', 'HCCI', 'PBPB', 'CCJ', 'ACEL', 'DFEN', 'CWH', 'PATK', 'DWLD', 'STX', 'ZBH', 'IGE', 'PUK', 'TFX', 'TGI', 'CMA', 'JBGS', 'EGLX', 'FBIO', 'VECO', 'BLRX', 'ASYS']",48,[],[]
ta_p_headandshouldersinv,"['CXDO', 'ZM', 'FENC', 'TELA']",4,[],[]
